output_file,record_type,analysis_family,model_id,outcome,outcome_unit,formula,term,term_coding,beta,robust_se,ci_lower,ci_upper,test_statistic,test_statistic_type,p_value,transformed_effect,transformed_ci_lower,transformed_ci_upper,transformed_unit,n_observations,n_speakers,family,link,working_correlation,covariance_estimator,cluster,rate_reference,sequence_reference,subset,selection_rule,software_versions,input_files,input_sha256,script_file,script_sha256,status
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,primary_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c",Intercept,Intercept at reference categories and centered height = 0,1.9719485773963921,0.29628268893671689,1.391245177837743,2.5526519769550413,6.6556321075430134,Wald z,2.8208504747593234e-11,618.46627286791056,301.98523690422644,1184.1113002657135,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all 28 primary speakers,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,primary_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c","C(rate, Treatment(reference='fast'))[T.normal]",Normal minus maximally fast; fast is the reference,-0.417523593189847,0.032955577809130748,-0.48211533878545065,-0.35293184759424334,-12.669284562632276,Wald z,8.7508861153746502e-37,-34.132404860205689,-38.252416125591523,-29.737492266511513,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all 28 primary speakers,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,primary_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c","C(sequence, Treatment(reference='bibibi'))[T.dadada]",dadada minus the model-specific sequence reference,0.032216421407348671,0.025223077217557923,-0.017219901518337619,0.08165274433303496,1.2772597542112205,Wald z,0.2015105571872583,3.2740988379116986,-1.707248638504677,8.5078944586428396,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all 28 primary speakers,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,primary_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c","C(sequence, Treatment(reference='bibibi'))[T.gugugu]",gugugu minus the model-specific sequence reference,-0.078476846207261711,0.023002355213326279,-0.12356063398497837,-0.033393058429545056,-3.4116874328502069,Wald z,0.00064562098022050087,-7.5476534091551306,-11.623194675939686,-3.2841664867615195,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all 28 primary speakers,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,primary_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c","C(sequence, Treatment(reference='bibibi'))[T.kukuku]",kukuku minus the model-specific sequence reference,0.092680889814847331,0.028430411403985396,0.036958307397379118,0.14840347223231554,3.2599208114820053,Wald z,0.0011144332411337978,9.7111579922582578,3.7649757617281177,15.998082201082319,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all 28 primary speakers,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,primary_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c","C(sequence, Treatment(reference='bibibi'))[T.kutapi]",kutapi minus the model-specific sequence reference,0.18587670131784412,0.029072121253935719,0.12889639070594866,0.24285701192973957,6.3936408249769716,Wald z,1.6198167270170626e-10,20.427376585494361,13.757225500139359,27.488631755059,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all 28 primary speakers,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,primary_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c","C(sequence, Treatment(reference='bibibi'))[T.pipipi]",pipipi minus the model-specific sequence reference,-0.0011077084915165302,0.02253631641484188,-0.045278077008805442,0.043062660025772387,-0.049152153844761418,Wald z,0.96079804084472842,-0.11070952089324848,-4.4268322128375726,4.4003310075447111,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all 28 primary speakers,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,primary_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c","C(sequence, Treatment(reference='bibibi'))[T.pitaku]",pitaku minus the model-specific sequence reference,0.1352642957978136,0.033911504144396358,0.068798969013215958,0.20172962258241123,3.9887436199188793,Wald z,6.642416361581633e-05,14.483932059162896,7.1220838918715224,22.351715197743282,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all 28 primary speakers,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,primary_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c","C(sequence, Treatment(reference='bibibi'))[T.takupi]",takupi minus the model-specific sequence reference,0.15940737541427974,0.028916242594236575,0.10273258136135299,0.21608216946720649,5.5127278343574257,Wald z,3.5331437514847296e-08,17.281562562814614,10.819501744452985,24.120436391186839,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all 28 primary speakers,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
primary_demographic_sensitivity_CURRENT.csv,coefficient,primary_and_demographic_sensitivity,primary_independence_gee,log_speechrate,log(syllables/s),"log_speechrate ~ C(rate, Treatment(reference='fast')) + C(sequence, Treatment(reference='bibibi')) + co_me_mean_mm_10 + height_cm_c","C(sequence, Treatment(reference='bibibi'))[T.tatata]",tatata minus the model-specific sequence reference,-0.041728924067733861,0.029561977919998209,-0.099669336102698652,0.016211487967230931,-1.4115741572049854,Wald z,0.15807538612711403,-4.0870257674729515,-9.4863335424681736,1.6343607122093706,percent change,8123,28,Gaussian,identity,independence,robust sandwich,participant_id,fast,bibibi,all 28 primary speakers,model complete cases,"{""numpy"": ""2.3.5"", ""pandas"": ""2.2.3"", ""patsy"": ""1.0.2"", ""platform"": ""Linux-4.4.0-x86_64-with-glibc2.41"", ""python"": ""3.13.5"", ""scipy"": ""1.17.0"", ""statsmodels"": ""0.14.6""}",analysis/primary/data/analysis_dataset_clean.csv,analysis/primary/data/analysis_dataset_clean.csv=25aaddf2ac0894b19bab058afe1fbe153b5e81b3ed4f744813e4e03c72094084,generate_canonical_empirical_outputs_CURRENT.py,b910303d197117ab53cd187ef56ecfe22465643191eb4f23b2908e102ef7c212,VERIFIED_CANONICAL
